"","X","Length","Width","MeanThick","Max_Thick","Weight","Surface.Plat","Platfom_Depth","Cortex","No_Scars","Termination_type","EPA","Log_Weight","Log_Max_Thick","Log_Plat","Log_Plat_De"
"332",332,45.3,43.1,8.76666666666667,10.3,17.08,104.16,6.2,5,3,"Feather",70,1.23248786635299,1.01283722470517,2.01770097122412,0.792391689498254
"333",333,62.2,43.9,10.8333333333333,13.3,26.05,109.61,11.3,5,3,"Feather",60,1.41580772763554,1.12385164096709,2.03985017774966,1.05307844348342
"334",334,59.8,46.2,11.6333333333333,13.3,34.43,58.24,10.4,4,4,"Feather",81,1.53693702270467,1.12385164096709,1.76522136630498,1.01703333929878
"335",335,74.6,52.8,14.4333333333333,18.1,57.97,93.3838416279566,8.2,1,0,"Hinge",71,1.76320330037077,1.25767857486918,1.97027173598486,0.913813852383717
"336",336,69.6,52.8,12.5666666666667,15,33.57,41.25,11,1,0,"Feather",70,1.52595134124801,1.17609125905568,1.61542395288594,1.04139268515823
"337",337,64.3,51.3,12.5,17.8,33.27,378.45,14.5,3,1,"Feather",50,1.52205280086882,1.25042000230889,2.57800850957326,1.16136800223497
"338",338,53.7,26.5,8.86666666666667,10,13.38,92.25,9,2,2,"Feather",57,1.1264561134318,1,1.9649663748311,0.954242509439325
"339",339,77.8,45,13.3,18.4,53.59,357.23,13.9,1,0,"Feather",55,1.72908375704361,1.26481782300954,2.55294792358539,1.1430148002541
"340",340,62.8,49.8,15.7,19.8,48.57,266.05,17,3,1,"Hinge",50,1.68636810347304,1.29666519026153,2.42496326326074,1.23044892137827
"341",341,57,37.2,12.2333333333333,15.7,21.67,95.06,9.7,3,1,"Feather",68,1.33585891131982,1.19589965240923,1.97799780995874,0.986771734266245
"342",342,24.5,37.2,7.16666666666667,8.9,4.39,267.954291406307,10.9,5,0,"Hinge",45,0.642464520242121,0.949390006644913,2.42806071685324,1.03742649794062
"343",343,35.3,33.5,10.8333333333333,12.7,11.46,100.11,9.4,3,1,"Feather",45,1.05918461763137,1.10380372095596,2.00047746137446,0.973127853599699
"344",344,65.3,53.5,9.73333333333333,12.6,35.72,121.6,8,4,5,"Feather",72,1.55291145021651,1.10037054511756,2.08493357493672,0.903089986991944
"345",345,58.1,45.1,9.13333333333333,11,24.65,40.8,6.8,5,4,"Feather",61,1.39181692361325,1.04139268515823,1.61066016308988,0.832508912706236
"346",346,55.5,44.6,7.26666666666667,10.4,17.46,90.09,9.1,5,3,"Feather",79,1.24204423936955,1.01703333929878,1.95467658691864,0.959041392321094
"347",347,57.4,33.9,5.43333333333333,6.1,10.72,52.8730043599162,5.1,5,4,"Feather",78,1.03019478535675,0.785329835010767,1.72323398866996,0.707570176097936
"348",348,78,51.7,21.6,28.9,94.41,72.25,8.5,2,1,"Feather",74,1.97501799763288,1.46089784275655,1.85883785142859,0.929418925714293
"349",349,49.3,42.3,9.9,14.3,20.34,347.844992587096,17.1,2,1,"Feather",46,1.30835094858673,1.15533603746506,2.54138575583958,1.23299611039215
"350",350,46.2,43.6,14.9,18.6,29.11,103.04,9.2,2,2,"Feather",59,1.46404220543881,1.26951294421792,2.01300585001574,0.963787827345555
"351",351,54.4,62.1,11.8333333333333,17,22.71,340.4,18.5,5,2,"Feather",70,1.35621713421974,1.23044892137827,2.53198955141255,1.26717172840301
"352",352,62.8,37.1,11.0333333333333,13.1,27.16,205.67,13.1,4,3,"Feather",55,1.43392976560846,1.11727129565576,2.313170948065,1.11727129565576
"353",353,51.3,26.6,9.63333333333333,11.8,8.66,96.84,7.2,2,1,"Feather",68,0.937517892017347,1.07188200730613,1.9860547807697,0.857332496431269
"354",354,42.5,41.5,9.16666666666667,12.8,12.77,6.59734457253857,2,5,3,"Feather",46,1.10619089726342,1.10720996964787,0.819369167428053,0.301029995663981
"355",355,48.6,43,10.3333333333333,12.3,17.52,34.32,4.4,3,2,"Feather",55,1.24353410183206,1.0899051114394,1.53554727917667,0.643452676486187
"356",356,60.5,31.4,10.1,12.2,24.47,106.4,8,5,2,"Feather",75,1.38863396935179,1.08635983067475,2.02694162795903,0.903089986991944
"357",357,83,42,16.4666666666667,19.9,48.38,206.48,11.6,2,1,"Feather",60,1.68466586402586,1.29885307640971,2.31487799153581,1.06445798922692
"358",358,78.3,45.9,14.9666666666667,16.7,55.27,113.88,7.8,2,1,"Plunging",67,1.74248946458178,1.22271647114758,2.05644745847492,0.89209460269048
"359",359,91.5,46.3,24.2,25.8,94.6,314.14,22.6,1,0,"Feather",66,1.97589113640179,1.41161970596323,2.4971232394015,1.3541084391474
"360",360,57.5,41.6,9.13333333333333,9.9,26.7,91.43,8.2,3,2,"Step",71,1.42651126136458,0.99563519459755,1.9610887197679,0.913813852383717
"361",361,46.6,38,13.3666666666667,18.9,19.7,71.795,8.3,5,2,"Feather",67,1.29446622616159,1.27646180417324,1.85609419984089,0.919078092376074
"362",362,34.5,44.7,8.16666666666667,9.6,11.28,119.35,6.2,5,3,"Feather",69,1.05230909964732,0.982271233039568,2.07682242334277,0.792391689498254
"363",363,46,44.6,7.83333333333333,10,16.89,116.4,8,5,4,"Feather",71,1.22762964957101,1,2.06595298031387,0.903089986991944
"364",364,39,36.5,10.6666666666667,12.4,11.4,28.91,5.9,4,7,"Feather",76,1.05690485133647,1.09342168516224,1.46104809167066,0.770852011642144
"365",365,62.7,68.7,15.7666666666667,19.2,71.75,148.12,9.2,3,3,"Feather",66,1.85582190540603,1.28330122870355,2.17061370337741,0.963787827345555
"366",366,61.6,64.7,9.5,12.5,33.44,204.015,8.7,2,1,"Feather",59,1.52426626876698,1.09691001300806,2.30966209966972,0.939519252618618
"367",367,59.5,46.5,13.2,15,43.58,261.59,7.4,3,2,"Feather",52,1.63928722591024,1.17609125905568,2.41762113786389,0.869231719730976
"368",368,50.9,58.7,10.5,12,28.88,199.255514053933,8.6,4,3,"Feather",64,1.4605971888976,1.07918124604762,2.2994103485879,0.934498451243568
"369",369,64.3,69.1,19.7,26.3,100.32,212.52,9.2,1,0,"Hinge",65,2.00138752348664,1.41995574848976,2.3273998072377,0.963787827345555
"370",370,47.2,55.2,11.2333333333333,18,33.33,292.6,19,2,1,"Feather",51,1.52283531366053,1.25527250510331,2.46627432178929,1.27875360095283
"371",371,77.5,53.2,9.76666666666667,10.7,31.87,125.67,11.8,4,3,"Feather",65,1.50338206347373,1.02938377768521,2.09923161508088,1.07188200730613
"372",372,51.1,52.5,15.5333333333333,17.3,43.13,557.52,13.8,5,3,"Hinge",45,1.63477945814595,1.2380461031288,2.74626045151184,1.13987908640124
"373",373,58.8,40.7,7.76666666666667,9.1,14.7,82.62,5.4,2,1,"Feather",60,1.16731733474818,0.959041392321094,1.91708519064057,0.732393759822969
"374",374,53.5,34.4,10.3,11.6,20.77,112.36,10.6,2,1,"Hinge",70,1.3174364965351,1.06445798922692,2.05061173052954,1.02530586526477
"375",375,31.2,22.7,3.46666666666667,4.6,2.22,70.8272063751819,5.4,5,3,"Feather",69,0.346352974450639,0.662757831681574,1.85020011233672,0.732393759822969
"376",376,65.6,45.5,10.4666666666667,12.2,28,77.91,9.8,2,2,"Feather",72,1.44715803134222,1.08635983067475,1.89159320434897,0.991226075692495
"377",377,82.1,40.6,10.9,12.9,42.78,139.175,9.5,4,4,"Feather",75,1.63124078023551,1.11058971029925,2.14356122997898,0.977723605288848
"378",378,82.7,47.3,8.96666666666667,12.4,44.82,44.95,6.2,3,5,"Feather",64,1.65147185219904,1.09342168516224,1.65272969606925,0.792391689498254
"379",379,66.2,58.8,10.3,12.8,43.71,115.255,8.9,1,0,"Feather",57,1.64058080648965,1.10720996964787,2.06165977506218,0.949390006644913
"380",380,75.5,73,11.2333333333333,15.7,60.45,292.005,10.3,2,1,"Feather",63,1.78139630519679,1.19589965240923,2.4653902879341,1.01283722470517
"381",381,55.6,51.9,15.8,20.7,46.07,231.695,14.9,5,3,"Feather",61,1.66341821225268,1.31597034545692,2.36491666177513,1.17318626841227
"382",382,56.7,52.8,9.96666666666667,12.6,30.2,131.88,8.4,3,4,"Feather",61,1.48000694295715,1.10037054511756,2.12017893847112,0.924279286061882
"383",383,93.9,39,8.4,9.8,32,156.64,8.8,2,3,"Feather",70,1.50514997831991,0.991226075692495,2.19490267445906,0.944482672150169
"384",384,45.7,40.7,6.23333333333333,9,11.66,116.025,8.5,2,1,"Feather",61,1.066698550423,0.954242509439325,2.06455157709107,0.929418925714293
"385",385,46.4,40,9.73333333333333,12.4,13.96,55.87,7.4,5,3,"Feather",66,1.14488541828714,1.09342168516224,1.74717867136016,0.869231719730976
"386",386,40.5,25.2,7.06666666666667,9.8,4.28,93.33,10.2,5,3,"Feather",66,0.631443769013172,0.991226075692495,1.97002126582837,1.00860017176192
"387",387,60.9,33.4,5.6,6.3,13.4,63.0674725208151,5.5,4,3,"Feather",64,1.12710479836481,0.799340549453582,1.79980542664485,0.740362689494244
"388",388,53.4,42.6,4.76666666666667,6.1,12.11,72.18,3.6,4,2,"Feather",65,1.08314414314305,0.785329835010767,1.85841687772349,0.556302500767287
"389",389,32.6,54.5,8.16666666666667,10.7,14.36,281.98,9.2,5,0,"Feather",52,1.15715443990628,1.02938377768521,2.45021830619999,0.963787827345555
"390",390,30.2,39.3,7.43333333333333,9.5,11.36,163.215,9.3,1,0,"Feather",70,1.055378331375,0.977723605288848,2.21276006935578,0.968482948553935
"391",391,50.1,41.8,6.76666666666667,8.2,12,82.9380460547705,6,3,2,"Feather",83,1.07918124604762,0.913813852383717,1.91875379956396,0.778151250383644
"392",392,45.5,43,7.53333333333333,10,12.23,107.5,10,4,2,"Feather",66,1.08742645703629,1,2.03140846425162,1
"393",393,70.5,51.5,6.7,7.2,24.08,75.24,6.6,4,3,"Feather",63,1.38165648258579,0.857332496431269,1.87644878687834,0.819543935541869
"394",394,65.7,47.2,15.6333333333333,16.2,48.55,110.76,7.8,3,2,"Feather",59,1.68618923424402,1.20951501454263,2.04438294707354,0.89209460269048
"395",395,65.4,71.8,12.4333333333333,15.9,52.57,324.81,16.2,3,2,"Feather",63,1.72073797701843,1.20139712432045,2.51162939149883,1.20951501454263
"396",396,77.8,74,15.7333333333333,19.2,83.17,575.72,14.8,2,3,"Feather",68,1.91996670148339,1.28330122870355,2.76021131672067,1.17026171539496
"397",397,70.8,40.4,14.5666666666667,18.8,22.41,35.5,5,3,2,"Feather",71,1.35044185653506,1.27415784926368,1.55022835305509,0.698970004336019
"398",398,48.2,52.3,16.9333333333333,19.8,46.64,147.325,8.3,3,2,"Feather",62,1.66875854175096,1.29666519026153,2.16827644976719,0.919078092376074
"399",399,33.2,29.2,5.86666666666667,7.5,3.6,14.4984500963169,2.6,3,3,"Feather",71,0.556302500767287,0.8750612633917,1.16132157805606,0.414973347970818
"400",400,38,32.6,6.36666666666667,7,5.16,21.9911485751286,4,2,1,"Feather",78,0.712649701627211,0.845098040014257,1.34224791270839,0.602059991327962
"401",401,38.1,23.2,5.7,6.5,3.83,36.72,5.1,5,4,"Feather",70,0.583198773968623,0.812913356642856,1.5649026725292,0.707570176097936
"402",402,55.6,44.5,10.7,12.2,21.1,62.645,6.7,4,3,"Feather",61,1.32428245529769,1.08635983067475,1.79688641357334,0.826074802700826
"403",403,43,29.4,5.9,6.2,4.88,29.155,4.9,4,2,"Feather",69,0.688419822002711,0.792391689498254,1.46471304575706,0.690196080028514
"404",404,29.1,39,6.5,8.6,4.2,49.32,7.2,5,2,"Hinge",71,0.6232492903979,0.934498451243568,1.69302306792369,0.857332496431269
"405",405,40.5,25.5,7.4,9.2,5.61,128.375,6.5,5,3,"Feather",55,0.748962861256161,0.963787827345555,2.10848045660533,0.812913356642856
"406",406,42.6,19.7,5.93333333333333,6.9,3.56,38.8,4,5,2,"Feather",67,0.551449997972875,0.838849090737255,1.58883172559421,0.602059991327962
"407",407,43,35.9,7.33333333333333,8.8,7.4,45.78,4.2,5,2,"Feather",69,0.869231719730976,0.944482672150169,1.66067578833852,0.6232492903979
"408",408,41.3,31.8,5.4,6.9,5.16,28.885,5.3,5,3,"Feather",69,0.712649701627211,0.838849090737255,1.46067237187743,0.724275869600789
"409",409,31.8,32.6,10.3666666666667,12.2,9.36,208.44,10.8,5,3,"Feather",65,0.971275848738105,1.08635983067475,2.31898106449472,1.03342375548695
"410",410,26.8,38.4,5.26666666666667,6.8,4.05,105.494681307545,7.3,5,0,"Step",86,0.607455023214668,0.832508912706236,2.02323056449616,0.863322860120456
"411",411,36.8,23.6,5.06666666666667,6,3.97,65.325,6.5,5,4,"Feather",83,0.598790506763115,0.778151250383644,1.81507941839936,0.812913356642856
"412",412,51.7,48.9,10.6666666666667,14.1,19.61,70.98,9.1,4,2,"Feather",75,1.29247759366778,1.14921911265538,1.85113599501157,0.959041392321094
"413",413,32.2,20.8,5.76666666666667,7.6,3.82,72.365,4.1,3,2,"Hinge",69,0.582063362911709,0.880813592280791,1.85952856644358,0.612783856719735
"414",414,34.3,24.1,3.56666666666667,5.3,2.01,48.635,7.1,5,3,"Feather",78,0.303196057420489,0.724275869600789,1.6869489202115,0.851258348719075
"415",415,45,29.2,6.93333333333333,8.2,6.05,47.85,8.7,2,1,"Hinge",90,0.781755374652469,0.913813852383717,1.67988194211286,0.939519252618618
"416",416,51.5,46.3,10.7,15.4,17.17,75.65,8.5,3,2,"Feather",62,1.23477029516092,1.18752072083646,1.87880893235921,0.929418925714293
"417",417,61.2,56.2,18.0666666666667,25.1,35.31,84,10.5,5,3,"Feather",58,1.5478977175631,1.39967372148104,1.92427928606188,1.02118929906994
"418",418,27.4,41.4,8.43333333333333,10.6,4.62,122.76,12.4,5,2,"Feather",59,0.664641975556125,1.02530586526477,2.08905687975978,1.09342168516224
"419",419,26.8,42.8,9.86666666666667,12.6,7.84,41.16,4.9,1,0,"Feather",44,0.894316062684438,1.10037054511756,1.6144753660904,0.690196080028514
"420",420,37.8,28.7,5.4,6.1,3.92,22.425,3.9,5,3,"Hinge",66,0.593286067020457,0.785329835010767,1.35073245171613,0.591064607026499
"421",421,38,34.6,11.1666666666667,12.8,11.11,152.75,13,2,2,"Feather",72,1.04571405894087,1.10720996964787,2.18398121891459,1.11394335230684
"422",422,43,60.3,8,10.8,10.98,93.5,10,5,2,"Feather",64,1.04060234011407,1.03342375548695,1.97081161087252,1
"423",423,35.9,20.6,4.16666666666667,4.6,2.5,26.3893782901543,3.5,4,2,"Feather",70,0.397940008672038,0.662757831681574,1.42142915875602,0.544068044350276
"424",424,48.6,53.8,11.4333333333333,16,16.82,29.7,5.5,5,3,"Feather",54,1.22582599146189,1.20411998265592,1.47275644931721,0.740362689494244
"425",425,55.3,35.4,8,10.3,11.37,31.6,4,5,5,"Feather",65,1.05576046468773,1.01283722470517,1.4996870826184,0.602059991327962
"426",426,46.1,44.4,12.6,15.2,17.24,145.6,9.1,2,2,"Feather",74,1.23653726148869,1.18184358794477,2.16316137497702,0.959041392321094
"427",427,44.9,46.6,11.5,13.3,18.95,90.9,9,5,2,"Hinge",65,1.27760921430409,1.12385164096709,1.95856388322197,0.954242509439325
"428",428,31.8,27,4.66666666666667,5.3,2.28,34.32,6.6,4,2,"Feather",71,0.357934847000454,0.724275869600789,1.53554727917667,0.819543935541869
"429",429,30.8,23.2,6.3,7.1,3.12,24,4.8,5,3,"Feather",60,0.494154594018443,0.851258348719075,1.38021124171161,0.681241237375587
"430",430,58.8,47.6,10.3666666666667,13.7,17.77,118.3,13,5,4,"Feather",66,1.2496874278053,1.13672056715641,2.07298474462793,1.11394335230684
"431",431,27.2,26.4,7.8,8.7,3.12,7.77,3.7,5,2,"Feather",53,0.494154594018443,0.939519252618618,0.890421018800914,0.568201724066995
"432",432,45.9,26.5,9.5,11.4,7.78,100.45,9.8,5,3,"Feather",85,0.890979596989689,1.05690485133647,2.00194994108427,0.991226075692495
"433",433,39.2,25.8,6.83333333333333,7.5,4.71,7.77544181763474,2.2,2,1,"Feather",76,0.673020907128896,0.8750612633917,0.890725075963721,0.342422680822206
"434",434,34,37,7.26666666666667,9.1,5.55,71.225,7.7,4,2,"Feather",75,0.744292983122676,0.959041392321094,1.85263245791151,0.886490725172482
"435",435,33.1,35.6,4.63333333333333,5.3,3.2,12.5663706143592,2.5,4,2,"Feather",74,0.505149978319906,0.724275869600789,1.0992098640221,0.397940008672038
"436",436,34.3,30.4,10.2,12.1,8.05,139.5,10,3,2,"Feather",71,0.905795880367869,1.08278537031645,2.14457420760962,1
"437",437,29.6,31.5,7.6,9,4.9,97.1930227204342,7.5,2,1,"Feather",59,0.690196080028514,0.954242509439325,1.98763508897178,0.8750612633917
"438",438,34.1,40.4,9.7,12.8,4.66,13.6345121165797,2.8,3,2,"Feather",79,0.66838591669,1.10720996964787,1.13463960220664,0.447158031342219
"439",439,47.1,56.3,13.2666666666667,21.5,18.39,86.275,8.5,2,2,"Feather",61,1.26458172923808,1.33243845991561,1.93588496796352,0.929418925714293
"440",440,51.6,40.8,13.0333333333333,14.9,15.49,27.8816348006094,5,2,1,"Feather",85,1.19005141775921,1.17318626841227,1.44531823442127,0.698970004336019
"441",441,42.8,25.5,11.1,12.3,9.32,62.494131861535,7.3,5,3,"Feather",77,0.969415912353981,1.0899051114394,1.79583923942725,0.863322860120456
"442",442,31,32.4,6.73333333333333,7.1,4.38,50.75,7,2,1,"Hinge",63,0.6414741105041,0.851258348719075,1.70543604658525,0.845098040014257
"443",443,30.5,31.1,7.66666666666667,9.3,4.7,39.865,6.7,5,2,"Feather",71,0.672097857935718,0.968482948553935,1.60059176842938,0.826074802700826
"444",444,36.1,34.3,5.23333333333333,6.8,4.41,16.625,2.5,5,3,"Feather",85,0.644438589467838,0.832508912706236,1.22076165397514,0.397940008672038
"445",445,45.3,39,9.9,11.8,9.91,57.1769862953342,6.5,5,4,"Feather",80,0.996073654485275,1.07188200730613,1.75722126067921,0.812913356642856
"446",446,56.2,31,11.2,14.2,11.39,118.8,12,3,1,"Feather",73,1.0565237240791,1.15228834438306,2.07481644064517,1.07918124604762
"447",447,48.7,63,11.9666666666667,16.6,23.85,68,6.8,2,2,"Feather",66,1.37748838337613,1.22010808804006,1.83250891270624,0.832508912706236
"448",448,61.2,38.8,15.4666666666667,18.8,16.09,19.3522107461131,4.4,5,3,"Feather",64,1.20655604409903,1.27415784926368,1.28673058485856,0.643452676486187
"449",449,41.2,23.5,9.9,12.2,5.9,69.255,8.1,5,3,"Feather",76,0.770852011642144,1.08635983067475,1.84045113360682,0.90848501887865
"450",450,70.9,50.5,14.2,15.3,35.03,121.23406050203,6.8,5,3,"Feather",70,1.54444013731769,1.1846914308176,2.08362465126553,0.832508912706236
"451",451,62.1,46,11.1,13.9,17.8,71.81,8.6,5,2,"Feather",69,1.25042000230889,1.1430148002541,1.85618492672717,0.934498451243568
"452",452,54.3,46.5,16.5666666666667,18,23.39,151.9,14,5,3,"Feather",58,1.36903022180915,1.25527250510331,2.18155777386279,1.14612803567824
"453",453,36.2,23.7,7.76666666666667,9.2,3.42,80.2519843359513,7.8,5,2,"Feather",76,0.534026106056135,0.963787827345555,1.90445577971242,0.89209460269048
"454",454,36.3,26.7,8.26666666666667,9.3,5.97,49.5,7.5,5,3,"Feather",88,0.775974331129369,0.968482948553935,1.69460519893357,0.8750612633917
"455",455,74.2,47.1,6.6,10.3,13.13,35.88,6.9,3,0,"Feather",80,1.11826472608948,1.01283722470517,1.55485243437205,0.838849090737255
"456",456,76.3,75.2,14.4666666666667,15.6,57,170.05,9.5,3,2,"Feather",68,1.75587485567249,1.19312459835446,2.23057663626874,0.977723605288848
"457",457,40.3,28.2,8.96666666666667,10.6,7.36,8.67079572390783,2.3,5,3,"Feather",56,0.866877814337499,1.02530586526477,0.938058954759352,0.361727836017593
"458",458,46.7,26.4,12.0333333333333,13.6,7.98,43.24,4.6,5,3,"Feather",65,0.902002891350729,1.13353890837022,1.63588568528127,0.662757831681574
"459",459,26.2,25.8,7.16666666666667,8.8,2.33,20.24,4.4,5,2,"Feather",50,0.367355921026019,0.944482672150169,1.30621050816776,0.643452676486187
"460",460,53.2,26.5,7.7,11.8,5.78,45.795,7.1,5,2,"Feather",74,0.761927838420529,1.07188200730613,1.66081806335434,0.851258348719075
"461",461,36.3,33.8,6.5,7.2,4.89,29.76,4.8,5,3,"Feather",71,0.68930885912362,0.857332496431269,1.47363292687384,0.681241237375587
"462",462,40.3,38.5,6.76666666666667,8.7,7.93,146.15,7.4,2,2,"Feather",68,0.899273187317604,0.939519252618618,2.16479881969346,0.869231719730976
"463",463,67.8,64.5,13.7333333333333,16.7,44.01,477.95,15.8,3,3,"Feather",90,1.64355136856295,1.22271647114758,2.67938246594291,1.19865708695442
"464",464,32.5,32.3,5.46666666666667,5.9,4.41,71.1963435119787,4.9,5,3,"Feather",85,0.644438589467838,0.770852011642144,1.8524576897977,0.690196080028514
"465",465,56.1,59.9,20.2,23,37.98,193.2,14,2,1,"Feather",78,1.579554960401,1.36172783601759,2.28600712207947,1.14612803567824
"466",466,62.6,66,9.1,13.3,13.02,29.1,6,5,3,"Feather",74,1.11461098423217,1.12385164096709,1.46389298898591,0.778151250383644
"467",467,57.8,55.8,8.63333333333333,8.8,16.98,82.6317407710455,6.3,2,1,"Feather",85,1.22993768590793,0.944482672150169,1.91714690196734,0.799340549453582
"468",468,24.4,18.6,5.2,6.8,1.22,103.79,19.4,5,2,"Feather",61,0.0863598306747482,0.832508912706236,2.01615551195145,1.28780172993023
"469",469,30.4,25.7,7,9.1,3.57,27.3318560862312,4,3,3,"Feather",75,0.552668216112193,0.959041392321094,1.43666912531275,0.602059991327962
"470",470,27.5,25.2,8.8,11.3,2.65,23.76,4.8,3,2,"Feather",55,0.423245873936808,1.05307844348342,1.37584643630916,0.681241237375587
"471",471,20.9,20.3,4.96666666666667,5.6,1.63,57.75,7,5,1,"Feather",75,0.212187604403958,0.7481880270062,1.76155198856418,0.845098040014257
"472",472,37,29.8,6.53333333333333,7.4,4.66,35.52,3.7,1,0,"Feather",74,0.66838591669,0.869231719730976,1.55047295710656,0.568201724066995
"473",473,32,24.7,5.2,5.9,2.98,31.85,3.5,4,3,"Feather",65,0.474216264076255,0.770852011642144,1.50310943667137,0.544068044350276
"474",474,27,18.3,7.06666666666667,8.8,2.77,12.92,3.8,4,3,"Feather",69,0.442479769064449,0.944482672150169,1.11126251365907,0.57978359661681
"475",475,22,24.5,3.63333333333333,4.7,1.33,39.84,4.8,5,1,"Feather",59,0.123851640967086,0.672097857935718,1.60031932975166,0.681241237375587
"476",476,22.8,25.4,5.03333333333333,6.7,1.64,41.34,7.8,5,2,"Feather",66,0.214843848047698,0.826074802700826,1.61637047229127,0.89209460269048
"477",477,20.6,27.8,6.56666666666667,7.5,2.15,38.28,6.6,5,2,"Feather",72,0.332438459915605,0.8750612633917,1.58297192910481,0.819543935541869
"478",478,55.2,33,9.96666666666667,12.4,18.29,104.13,11.7,1,0,"Feather",55,1.26221370547642,1.09342168516224,2.01757586839107,1.06818586174616
"479",479,53,43.9,23.4666666666667,24.2,57.17,359.08,18.8,2,1,"Hinge",55,1.75716819221427,1.38381536598043,2.55519121651141,1.27415784926368
"480",480,43.1,55.1,13.9666666666667,19.8,29.49,418.2,20.4,3,2,"Feather",50,1.4696747725518,1.29666519026153,2.62138402848165,1.3096301674259
"481",481,63.3,45.6,11.4333333333333,11.7,32.64,129.34,11.6,1,0,"Feather",59,1.51375015008182,1.06818586174616,2.1117328566111,1.06445798922692
"482",482,65.7,47.5,14.2666666666667,16.6,46.43,158.4,16,3,3,"Feather",56,1.66679868366617,1.22010808804006,2.19975517725347,1.20411998265592
"483",483,70.7,30.4,8.6,11,17.12,53.55,7,2,2,"Feather",59,1.23350376034113,1.04139268515823,1.72875947516787,0.845098040014257
"484",484,51.5,29.4,6.56666666666667,7.3,10.96,19.52,3.2,2,1,"Hinge",69,1.03981055414835,0.863322860120456,1.29047981333067,0.505149978319906
"485",485,59.8,51.1,13.0333333333333,18.3,42.7,375.25,19,2,1,"Feather",48,1.63042787502502,1.26245108973043,2.57432070091531,1.27875360095283
"486",486,67,40.4,9.36666666666667,11,22.21,24.75,5.5,2,1,"Feather",59,1.34654855854847,1.04139268515823,1.39357520326959,0.740362689494244
"487",487,58.6,44.8,11.4,13.7,42.1,206.925,8.9,3,3,"Feather",60,1.62428209583567,1.13672056715641,2.31581296387089,0.949390006644913
"488",488,68.7,59.7,16.5,17.2,70.24,96.17,11.8,3,3,"Hinge",74,1.84658450289805,1.23552844690755,1.9830396160461,1.07188200730613
"489",489,77.4,48.5,12.6666666666667,13.8,49.96,151.11,13.8,4,3,"Feather",54,1.6986224297021,1.13987908640124,2.17929320557737,1.13987908640124
"490",490,59.1,55,17.2666666666667,22.7,38.45,314.36,11.6,3,3,"Step",45,1.58489634413745,1.35602585719312,2.49742728010132,1.06445798922692
"491",491,70.2,48.3,12.2,13.3,41.24,170.18,13.4,4,2,"Step",62,1.61531865661148,1.12385164096709,2.23090851932076,1.12710479836481
"492",492,48.3,55.9,15.6,19.7,28.54,155.194677087336,8,3,1,"Feather",73,1.45545396877863,1.29446622616159,2.19087682161778,0.903089986991944
"493",493,52,44.1,10.2666666666667,11.8,29.61,279.84,13.2,4,3,"Feather",50,1.4714384073893,1.07188200730613,2.4469097921346,1.12057393120585
"494",494,63.1,39.2,7.66666666666667,9,16.44,229.95,9,4,2,"Feather",65,1.21590181320403,0.954242509439325,2.36163341391006,0.954242509439325
"495",495,42,34.3,8.73333333333333,11,10.86,53.13,7.7,3,2,"Feather",55,1.03582982525283,1.04139268515823,1.72533981590974,0.886490725172482
"496",496,46.8,33.5,7.93333333333333,8.1,12.37,102.48,8.4,5,4,"Hinge",48,1.09236969962912,0.90848501887865,2.01063911673663,0.924279286061882
"497",497,51.1,28.4,10.4,11.1,11.94,41.58,6.3,5,3,"Feather",58,1.07700432679335,1.04532297878666,1.61888448499545,0.799340549453582
"498",498,45,30.3,9.1,12.3,11.82,10.7442468752771,1.9,5,2,"Feather",46,1.07261747654524,1.0899051114394,1.03117597875027,0.278753600952829
"499",499,35.5,33,6.06666666666667,8.1,4.91,11.845,2.3,5,3,"Feather",55,0.691081492122968,0.90848501887865,1.07353506505878,0.361727836017593
"500",500,43.1,31.8,4.9,6.1,6.58,95.26,4.4,5,3,"Feather",74,0.818225893613955,0.785329835010767,1.97891057717557,0.643452676486187
